ranker,player_game_num_career,team_game_num_season,date,team_name_abbr,game_location,opp_name_abbr,game_type,game_result,is_starter,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,efg_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,player_name,player_sr_link,school,season
11,11,14,2024-12-21,DePaul,,Butler,REG (Conf),W 66-43,,3,1,1,1.000,1,1,1.000,0,0,1.500,0,0,0,0,0,0,0,0,0,0,3,2.7,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
12,12,15,2024-12-29,DePaul,,Marquette,REG (Conf),L 59-78,,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
13,13,16,2025-01-02,DePaul,@,Xavier,REG (Conf),W 65-60,,5,0,3,.000,0,3,.000,0,0,.000,0,0,0,0,0,0,1,0,0,1,0,-1.5,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
14,14,18,2025-01-12,DePaul,,Providence,REG (Conf),W 62-56,,8,1,5,.200,1,5,.200,0,0,.300,0,0,0,0,0,0,1,0,1,0,3,-0.1,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
15,15,20,2025-01-18,DePaul,@,Creighton,REG (Conf),L 71-92,,3,1,2,.500,1,2,.500,0,0,.750,0,0,0,0,0,0,0,0,0,1,3,1.6,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
16,16,22,2025-01-26,DePaul,@,Butler,REG (Conf),W 74-67 (OT),,2,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1,0,-0.1,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
17,17,23,2025-01-29,DePaul,,Connecticut,REG (Conf),L 58-84,,8,1,3,.333,1,3,.333,0,0,.500,0,0,0,1,1,0,0,0,1,0,3,0.6,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
18,18,24,2025-02-01,DePaul,,Seton Hall,REG (Conf),L 55-72,,13,0,3,.000,0,3,.000,0,0,.000,0,0,0,1,1,2,0,0,0,2,0,-1.2,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
19,19,25,2025-02-06,DePaul,@,Providence,REG (Conf),L 63-76,,13,1,5,.200,1,5,.200,0,0,.300,0,0,0,0,0,0,0,0,0,2,3,-0.9,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
20,20,26,2025-02-09,DePaul,@,Georgetown,REG (Conf),W 80-76,,9,0,1,.000,0,1,.000,0,0,.000,0,0,1,0,1,0,0,0,0,1,0,-0.4,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
21,21,28,2025-02-15,DePaul,@,Marquette,REG (Conf),L 72-82,,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,Ellery Minch,https://www.sports-reference.com/cbb/players/ellery-minch-1.html,depaul,2024-25
